Running from this directory: /cluster/work/simennes/Master_thesis
Name of job: ncv_ridge_iw
ID of job: 24378213
Array task ID: 14
The job was run on these nodes: idun-04-20
[I 2026-05-04 00:16:55,976] Trial 0 finished with value: 0.16241115112550544 and parameters: {'alpha': 574323.565896313, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.005989214663243749, 'iw_n_components': 20, 'iw_logistic_c': 2.8870927958158354, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 0 with value: 0.16241115112550544.
[I 2026-05-04 05:33:20,675] Trial 126 finished with value: 0.17127360217680235 and parameters: {'alpha': 2009320.7774051854, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03919445628669082, 'iw_n_components': 60, 'iw_logistic_c': 8.196603838598902e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 105 with value: 0.17149407760535057.
[I 2026-05-04 05:36:07,812] Trial 127 finished with value: 0.17149175793448906 and parameters: {'alpha': 2001236.833664336, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03319638720700315, 'iw_n_components': 60, 'iw_logistic_c': 8.067884196734968e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 105 with value: 0.17149407760535057.
[I 2026-05-04 05:38:54,822] Trial 128 finished with value: 0.15748294352027653 and parameters: {'alpha': 2033550.3295542554, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.03234560793612563, 'iw_n_components': 60, 'iw_logistic_c': 1.2856127309360314e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 105 with value: 0.17149407760535057.
[I 2026-05-04 05:41:40,352] Trial 129 finished with value: 0.16471317080040473 and parameters: {'alpha': 2405772.950687399, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04024953538864863, 'iw_n_components': 60, 'iw_logistic_c': 2.521108240645286e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 105 with value: 0.17149407760535057.
[I 2026-05-04 05:44:24,306] Trial 130 finished with value: 0.17010463959404917 and parameters: {'alpha': 2654681.971097896, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.033383009590994654, 'iw_n_components': 60, 'iw_logistic_c': 4.2261202426990135e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 105 with value: 0.17149407760535057.
[I 2026-05-04 05:47:09,191] Trial 131 finished with value: 0.1717350268349221 and parameters: {'alpha': 1991538.134219117, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.039722640516983425, 'iw_n_components': 60, 'iw_logistic_c': 8.574117511750215e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.1717350268349221.
[I 2026-05-04 05:49:53,437] Trial 132 finished with value: 0.17102134045904277 and parameters: {'alpha': 1936060.4178800327, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.029798637422814116, 'iw_n_components': 60, 'iw_logistic_c': 8.007192596958441e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.1717350268349221.
[I 2026-05-04 05:52:44,969] Trial 133 finished with value: 0.16373095322723435 and parameters: {'alpha': 1807973.5997568944, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.029200503946470294, 'iw_n_components': 60, 'iw_logistic_c': 0.003467800690864667, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.1717350268349221.
[I 2026-05-04 05:55:30,425] Trial 134 finished with value: 0.16744103624884185 and parameters: {'alpha': 549387.8145140733, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04643302343801439, 'iw_n_components': 60, 'iw_logistic_c': 8.361549191361384e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.1717350268349221.
[I 2026-05-04 05:58:15,355] Trial 135 finished with value: 0.16992309884355208 and parameters: {'alpha': 2105111.7470308286, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.024576211817415577, 'iw_n_components': 60, 'iw_logistic_c': 4.000482696403433e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.1717350268349221.
[I 2026-05-04 06:01:00,982] Trial 136 finished with value: 0.14746648317706176 and parameters: {'alpha': 1921804.5847152781, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.03165873968729892, 'iw_n_components': 60, 'iw_logistic_c': 8.135302698954902e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.1717350268349221.
[I 2026-05-04 06:01:31,294] Trial 137 finished with value: 0.1425062130812283 and parameters: {'alpha': 392643.64736105205, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 131 with value: 0.1717350268349221.
[I 2026-05-04 06:04:16,170] Trial 138 finished with value: 0.16203208429554622 and parameters: {'alpha': 1729690.7104420823, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.027469749021906065, 'iw_n_components': 60, 'iw_logistic_c': 1.7154808087986212e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.1717350268349221.
[I 2026-05-04 06:07:01,366] Trial 139 finished with value: 0.17050974338583821 and parameters: {'alpha': 2323503.0350778103, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03359005352898476, 'iw_n_components': 60, 'iw_logistic_c': 4.762928100716513e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.1717350268349221.
[I 2026-05-04 06:09:47,174] Trial 140 finished with value: 0.17115241008393875 and parameters: {'alpha': 2126552.718366609, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.038920922401340194, 'iw_n_components': 60, 'iw_logistic_c': 2.9334416008876735e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.1717350268349221.
[I 2026-05-04 06:12:33,104] Trial 141 finished with value: 0.1679359397953883 and parameters: {'alpha': 2137916.1230316986, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.038088453317008754, 'iw_n_components': 60, 'iw_logistic_c': 3.7280123799637515e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.1717350268349221.
[I 2026-05-04 06:15:18,784] Trial 142 finished with value: 0.1697668337568437 and parameters: {'alpha': 2992745.76998362, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04155552095573613, 'iw_n_components': 60, 'iw_logistic_c': 2.714566002058574e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.1717350268349221.
[I 2026-05-04 06:18:04,736] Trial 143 finished with value: 0.1669636178369043 and parameters: {'alpha': 1555488.2440773053, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04562974846573746, 'iw_n_components': 60, 'iw_logistic_c': 5.9217002234139264e-05, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.1717350268349221.
[I 2026-05-04 06:20:50,108] Trial 144 finished with value: 0.17144943848096814 and parameters: {'alpha': 1900983.864656683, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.035421673088047174, 'iw_n_components': 60, 'iw_logistic_c': 9.602946971785171e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.1717350268349221.
[I 2026-05-04 06:23:34,995] Trial 145 finished with value: 0.17100444949095814 and parameters: {'alpha': 2019392.9166187986, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.030166447745576842, 'iw_n_components': 60, 'iw_logistic_c': 9.827292587989855e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.1717350268349221.
[I 2026-05-04 06:26:19,748] Trial 146 finished with value: 0.1677113787246554 and parameters: {'alpha': 2057086.0677777117, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03023236752017736, 'iw_n_components': 60, 'iw_logistic_c': 2.8862989127938643e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 131 with value: 0.1717350268349221.
[I 2026-05-04 06:29:04,832] Trial 147 finished with value: 0.171760639643081 and parameters: {'alpha': 2556102.6757498165, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03569881181104706, 'iw_n_components': 60, 'iw_logistic_c': 9.667674241812844e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 147 with value: 0.171760639643081.
[I 2026-05-04 06:31:50,293] Trial 148 finished with value: 0.15902513182406147 and parameters: {'alpha': 2548585.813461552, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.03527840884460922, 'iw_n_components': 60, 'iw_logistic_c': 5.649475104406067e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 147 with value: 0.171760639643081.
[I 2026-05-04 06:34:35,592] Trial 149 finished with value: 0.16679071093626802 and parameters: {'alpha': 2301511.6324370657, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.02627103537248359, 'iw_n_components': 60, 'iw_logistic_c': 9.118931081102688e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 147 with value: 0.171760639643081.
