Running from this directory: /cluster/work/simennes/Master_thesis
Name of job: ncv_ridge_iw
ID of job: 24361586
Array task ID: 11
The job was run on these nodes: idun-05-09
[I 2026-04-29 18:55:40,374] Trial 0 finished with value: 0.21246627938241636 and parameters: {'alpha': 233144.78773166405, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.003473407124083527, 'iw_n_components': 10, 'iw_logistic_c': 4.788440522914161e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 0 with value: 0.21246627938241636.
[I 2026-04-30 02:10:39,209] Trial 128 finished with value: 0.21229269169003967 and parameters: {'alpha': 284862.3769229657, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.004237066599637378, 'iw_n_components': 10, 'iw_logistic_c': 0.0669657150827702, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 02:14:28,844] Trial 129 finished with value: 0.2114334593399004 and parameters: {'alpha': 371225.3960250091, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.002958831308307461, 'iw_n_components': 40, 'iw_logistic_c': 0.5139021566368812, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 02:18:21,884] Trial 130 finished with value: 0.2142893805439973 and parameters: {'alpha': 394593.46425323613, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.005838611178261823, 'iw_n_components': 40, 'iw_logistic_c': 0.1206833216915947, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 02:22:13,735] Trial 131 finished with value: 0.21358212548638847 and parameters: {'alpha': 441238.6796993246, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0024437723977670392, 'iw_n_components': 40, 'iw_logistic_c': 0.19678314145999823, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 02:26:04,157] Trial 132 finished with value: 0.21610773246558504 and parameters: {'alpha': 354931.76863759325, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0038695624186239046, 'iw_n_components': 40, 'iw_logistic_c': 0.033949641783669694, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 02:29:54,865] Trial 133 finished with value: 0.21513567929062188 and parameters: {'alpha': 301962.1854283163, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.008798188237752818, 'iw_n_components': 40, 'iw_logistic_c': 0.04700410769015241, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 02:33:41,028] Trial 134 finished with value: 0.2141799841519207 and parameters: {'alpha': 336300.8676937272, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.002270967336718244, 'iw_n_components': 40, 'iw_logistic_c': 0.030996030446282425, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 02:37:33,171] Trial 135 finished with value: 0.21534905915512298 and parameters: {'alpha': 359449.87677489273, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.003933640892905745, 'iw_n_components': 40, 'iw_logistic_c': 0.01496737791942744, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 02:41:27,727] Trial 136 finished with value: 0.21391324783617996 and parameters: {'alpha': 406646.50162942655, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.002767698650255328, 'iw_n_components': 50, 'iw_logistic_c': 0.0900486651273117, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 02:45:17,240] Trial 137 finished with value: 0.20731119305322002 and parameters: {'alpha': 372792.52936788456, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.003219933709854742, 'iw_n_components': 40, 'iw_logistic_c': 0.3148077186765016, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 02:49:09,072] Trial 138 finished with value: 0.21596800176690353 and parameters: {'alpha': 167681.9963990906, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.001405339068489075, 'iw_n_components': 40, 'iw_logistic_c': 0.0652608748344956, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 02:52:41,599] Trial 139 finished with value: 0.21124016017184144 and parameters: {'alpha': 331330.9785234836, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0012282537155210288, 'iw_n_components': 20, 'iw_logistic_c': 0.02542339312507037, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 02:56:33,247] Trial 140 finished with value: 0.21241336162429283 and parameters: {'alpha': 490129.79974024463, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0038817617438248963, 'iw_n_components': 40, 'iw_logistic_c': 0.03988291335267794, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 03:00:23,151] Trial 141 finished with value: 0.21431365773323646 and parameters: {'alpha': 158108.86364605877, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0013785056196942097, 'iw_n_components': 40, 'iw_logistic_c': 0.06723512675891917, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 03:04:11,295] Trial 142 finished with value: 0.21143833637642145 and parameters: {'alpha': 105749.73512043392, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0010643309903594492, 'iw_n_components': 40, 'iw_logistic_c': 0.1299180519578459, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 03:08:00,236] Trial 143 finished with value: 0.21249341560669946 and parameters: {'alpha': 141841.4882414702, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0014941585014190339, 'iw_n_components': 40, 'iw_logistic_c': 0.2554679114427546, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 03:11:51,833] Trial 144 finished with value: 0.2157429490172357 and parameters: {'alpha': 177176.9009001607, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.001991026862049422, 'iw_n_components': 40, 'iw_logistic_c': 0.07051405602870177, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 03:15:46,553] Trial 145 finished with value: 0.2013517315262364 and parameters: {'alpha': 354059.8355275236, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0011901477206484679, 'iw_n_components': 40, 'iw_logistic_c': 0.40884756189637494, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 03:19:35,904] Trial 146 finished with value: 0.21562232943109247 and parameters: {'alpha': 189601.26994560595, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0017446993646467507, 'iw_n_components': 40, 'iw_logistic_c': 0.019126653220509306, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 03:20:12,477] Trial 147 finished with value: 0.2094439109252732 and parameters: {'alpha': 394746.9049283202, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 03:24:00,804] Trial 148 finished with value: 0.20943333064115577 and parameters: {'alpha': 377258.24164204084, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.029998465500745093, 'iw_n_components': 40, 'iw_logistic_c': 0.15017357555925037, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 83 with value: 0.21780754985550677.
[I 2026-04-30 03:27:09,224] Trial 149 finished with value: 0.20825919505964463 and parameters: {'alpha': 272118.18174029724, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.5, 'iw_prob_clip': 0.0064744078426370874, 'iw_n_components': 5, 'iw_logistic_c': 1.1088486766550427, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 83 with value: 0.21780754985550677.
