Running from this directory: /cluster/work/simennes/Master_thesis
Name of job: ncv_ridge_iw
ID of job: 24378211
Array task ID: 12
The job was run on these nodes: idun-04-17
[I 2026-05-04 00:16:56,438] Trial 0 finished with value: 0.1833231828020953 and parameters: {'alpha': 574323.565896313, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.005989214663243749, 'iw_n_components': 20, 'iw_logistic_c': 2.8870927958158354, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 0 with value: 0.1833231828020953.
[I 2026-05-04 05:29:53,332] Trial 126 finished with value: 0.19715183592738755 and parameters: {'alpha': 1895273.151655566, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03638903985106074, 'iw_n_components': 80, 'iw_logistic_c': 3.778145809737202e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 123 with value: 0.19896011808382982.
[I 2026-05-04 05:32:32,973] Trial 127 finished with value: 0.19895242145356637 and parameters: {'alpha': 1923577.815836636, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03588701827860703, 'iw_n_components': 50, 'iw_logistic_c': 4.286702857832441e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 123 with value: 0.19896011808382982.
[I 2026-05-04 05:35:19,742] Trial 128 finished with value: 0.19271479506319364 and parameters: {'alpha': 1622941.6025112907, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 3.0, 'iw_prob_clip': 0.03697334748090379, 'iw_n_components': 50, 'iw_logistic_c': 4.23742458666815e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 123 with value: 0.19896011808382982.
[I 2026-05-04 05:38:06,555] Trial 129 finished with value: 0.17383053604873255 and parameters: {'alpha': 1985680.7310577072, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.045532987497334844, 'iw_n_components': 50, 'iw_logistic_c': 9.298302084653665e-07, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 123 with value: 0.19896011808382982.
[I 2026-05-04 05:40:54,834] Trial 130 finished with value: 0.1934949790464041 and parameters: {'alpha': 1880488.9438748155, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.0042113121500019874, 'iw_n_components': 50, 'iw_logistic_c': 4.372226148509186e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 123 with value: 0.19896011808382982.
[I 2026-05-04 05:43:43,402] Trial 131 finished with value: 0.18654251728757282 and parameters: {'alpha': 2143296.7213236145, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03535572139939009, 'iw_n_components': 50, 'iw_logistic_c': 1.7631969909044243e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 123 with value: 0.19896011808382982.
[I 2026-05-04 05:46:40,426] Trial 132 finished with value: 0.19844925226549434 and parameters: {'alpha': 1871395.081629808, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04233207222698276, 'iw_n_components': 80, 'iw_logistic_c': 9.88453101812563e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 123 with value: 0.19896011808382982.
[I 2026-05-04 05:49:28,067] Trial 133 finished with value: 0.19738550869030075 and parameters: {'alpha': 1892254.193321889, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04235314875543724, 'iw_n_components': 40, 'iw_logistic_c': 9.709196579132897e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 123 with value: 0.19896011808382982.
[I 2026-05-04 05:52:15,259] Trial 134 finished with value: 0.19713951598270754 and parameters: {'alpha': 1853699.3910308047, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04307148170779779, 'iw_n_components': 40, 'iw_logistic_c': 9.819633045571057e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 123 with value: 0.19896011808382982.
[I 2026-05-04 05:55:02,231] Trial 135 finished with value: 0.19845850716728308 and parameters: {'alpha': 1574814.2859879564, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04164468384043541, 'iw_n_components': 40, 'iw_logistic_c': 8.019488374075105e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 123 with value: 0.19896011808382982.
[I 2026-05-04 05:57:50,341] Trial 136 finished with value: 0.16671050963346432 and parameters: {'alpha': 1822895.1444239712, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 1.25, 'iw_prob_clip': 0.04142295089840392, 'iw_n_components': 40, 'iw_logistic_c': 9.38530171395923e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.9}. Best is trial 123 with value: 0.19896011808382982.
[I 2026-05-04 05:58:20,339] Trial 137 finished with value: 0.1586614144268061 and parameters: {'alpha': 1500500.3132621872, 'use_snp_selection': False, 'iw_method': 'uniform'}. Best is trial 123 with value: 0.19896011808382982.
[I 2026-05-04 06:01:08,445] Trial 138 finished with value: 0.1980251253711529 and parameters: {'alpha': 1317240.9352367625, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04191242416492619, 'iw_n_components': 40, 'iw_logistic_c': 5.609620792236317e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 123 with value: 0.19896011808382982.
[I 2026-05-04 06:03:56,458] Trial 139 finished with value: 0.19806628458433995 and parameters: {'alpha': 1326948.071741477, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04149878165509376, 'iw_n_components': 40, 'iw_logistic_c': 5.5678844394447665e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 123 with value: 0.19896011808382982.
[I 2026-05-04 06:06:44,435] Trial 140 finished with value: 0.19824512249890977 and parameters: {'alpha': 1298780.7177059038, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04154785657646197, 'iw_n_components': 40, 'iw_logistic_c': 4.707509208727783e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 123 with value: 0.19896011808382982.
[I 2026-05-04 06:09:32,538] Trial 141 finished with value: 0.198183878864213 and parameters: {'alpha': 1436947.830112417, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04225125610067601, 'iw_n_components': 40, 'iw_logistic_c': 4.9201246397344096e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 123 with value: 0.19896011808382982.
[I 2026-05-04 06:12:20,732] Trial 142 finished with value: 0.1990139836299225 and parameters: {'alpha': 1324018.9616448714, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03944917827401216, 'iw_n_components': 40, 'iw_logistic_c': 4.75399947795128e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 142 with value: 0.1990139836299225.
[I 2026-05-04 06:15:08,686] Trial 143 finished with value: 0.19112317468484746 and parameters: {'alpha': 1339574.6179900733, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04044477998686632, 'iw_n_components': 40, 'iw_logistic_c': 2.267544333579505e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 142 with value: 0.1990139836299225.
[I 2026-05-04 06:17:56,996] Trial 144 finished with value: 0.18563812894664486 and parameters: {'alpha': 1312740.5814651672, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.006005362582577069, 'iw_n_components': 40, 'iw_logistic_c': 5.137891578937435e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 0.5}. Best is trial 142 with value: 0.1990139836299225.
[I 2026-05-04 06:20:45,075] Trial 145 finished with value: 0.1827266453266441 and parameters: {'alpha': 1116884.5999071177, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.04931044969446214, 'iw_n_components': 40, 'iw_logistic_c': 1.6470915560760072e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 142 with value: 0.1990139836299225.
[I 2026-05-04 06:23:39,683] Trial 146 finished with value: 0.18093494145264125 and parameters: {'alpha': 1207848.1758281847, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.03835045486989573, 'iw_n_components': 40, 'iw_logistic_c': 0.7859981450638451, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 142 with value: 0.1990139836299225.
[I 2026-05-04 06:26:27,971] Trial 147 finished with value: 0.19816927088491249 and parameters: {'alpha': 1449784.8163509483, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.030643647302769396, 'iw_n_components': 40, 'iw_logistic_c': 7.806376394246303e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 142 with value: 0.1990139836299225.
[I 2026-05-04 06:29:16,299] Trial 148 finished with value: 0.18501565217721003 and parameters: {'alpha': 1464705.727741569, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 2.0, 'iw_prob_clip': 0.03063148781500094, 'iw_n_components': 40, 'iw_logistic_c': 4.5619539069947775e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 142 with value: 0.1990139836299225.
[I 2026-05-04 06:32:04,132] Trial 149 finished with value: 0.19593030347343068 and parameters: {'alpha': 1609252.2181244725, 'use_snp_selection': False, 'iw_method': 'pc_logistic', 'iw_clip_max': 5.0, 'iw_prob_clip': 0.033849232623239495, 'iw_n_components': 40, 'iw_logistic_c': 2.7821390943389133e-06, 'iw_pca_fit': 'combined', 'iw_solver': 'lbfgs', 'iw_rho': 1.0}. Best is trial 142 with value: 0.1990139836299225.
